State,State Code,Month,Month Code,ICD Sub-Chapter,ICD Sub-Chapter Code,Cause of death,Cause of death Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate
California,6,"Jul., 2020",2020/07,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,39,Not Applicable,Not Applicable
California,6,"Jul., 2020",2020/07,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,26,Not Applicable,Not Applicable
California,6,"Jul., 2020",2020/07,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,27,Not Applicable,Not Applicable
California,6,"Jul., 2020",2020/07,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,45-54 years,45-54,16,Not Applicable,Not Applicable
California,6,"Aug., 2020",2020/08,Transport accidents,V01-V99,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,45-54 years,45-54,15,Not Applicable,Not Applicable
California,6,"Aug., 2020",2020/08,Transport accidents,V01-V99,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,55-64 years,55-64,11,Not Applicable,Not Applicable
California,6,"Aug., 2020",2020/08,Transport accidents,V01-V99,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,35-44 years,35-44,10,Not Applicable,Not Applicable
California,6,"Aug., 2020",2020/08,Transport accidents,V01-V99,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,45-54 years,45-54,10,Not Applicable,Not Applicable
California,6,"Aug., 2020",2020/08,Transport accidents,V01-V99,Person injured in collision between other specified motor vehicles (traffic),V87.7,15-24 years,15-24,10,Not Applicable,Not Applicable
California,6,"Aug., 2020",2020/08,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,15-24 years,15-24,23,Not Applicable,Not Applicable
California,6,"Aug., 2020",2020/08,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,30,Not Applicable,Not Applicable
California,6,"Aug., 2020",2020/08,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,35-44 years,35-44,14,Not Applicable,Not Applicable
California,6,"Aug., 2020",2020/08,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,55-64 years,55-64,16,Not Applicable,Not Applicable
California,6,"Aug., 2020",2020/08,Other external causes of accidental injury,W00-X59,Drowning and submersion while in natural water,W69,25-34 years,25-34,10,Not Applicable,Not Applicable
California,6,"Aug., 2020",2020/08,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,33,Not Applicable,Not Applicable
California,6,"Aug., 2020",2020/08,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,37,Not Applicable,Not Applicable
California,6,"Aug., 2020",2020/08,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,34,Not Applicable,Not Applicable
California,6,"Aug., 2020",2020/08,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,45-54 years,45-54,11,Not Applicable,Not Applicable
California,6,"Sep., 2020",2020/09,Transport accidents,V01-V99,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,25-34 years,25-34,10,Not Applicable,Not Applicable
California,6,"Sep., 2020",2020/09,Transport accidents,V01-V99,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,45-54 years,45-54,11,Not Applicable,Not Applicable
California,6,"Sep., 2020",2020/09,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,15-24 years,15-24,22,Not Applicable,Not Applicable
California,6,"Sep., 2020",2020/09,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,21,Not Applicable,Not Applicable
California,6,"Sep., 2020",2020/09,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,35-44 years,35-44,22,Not Applicable,Not Applicable
California,6,"Sep., 2020",2020/09,Assault,X85-Y09,Assault by handgun discharge,X93,35-44 years,35-44,10,Not Applicable,Not Applicable
California,6,"Sep., 2020",2020/09,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,43,Not Applicable,Not Applicable
California,6,"Sep., 2020",2020/09,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,51,Not Applicable,Not Applicable
California,6,"Sep., 2020",2020/09,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,29,Not Applicable,Not Applicable
California,6,"Sep., 2020",2020/09,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,45-54 years,45-54,14,Not Applicable,Not Applicable
California,6,"Sep., 2020",2020/09,Assault,X85-Y09,Assault by sharp object,X99,25-34 years,25-34,10,Not Applicable,Not Applicable
California,6,"Oct., 2020",2020/10,Transport accidents,V01-V99,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,25-34 years,25-34,14,Not Applicable,Not Applicable
California,6,"Oct., 2020",2020/10,Transport accidents,V01-V99,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,65-74 years,65-74,14,Not Applicable,Not Applicable
California,6,"Oct., 2020",2020/10,Transport accidents,V01-V99,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,25-34 years,25-34,15,Not Applicable,Not Applicable
California,6,"Oct., 2020",2020/10,Transport accidents,V01-V99,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,55-64 years,55-64,16,Not Applicable,Not Applicable
California,6,"Oct., 2020",2020/10,Transport accidents,V01-V99,Person injured in collision between other specified motor vehicles (traffic),V87.7,25-34 years,25-34,21,Not Applicable,Not Applicable
California,6,"Oct., 2020",2020/10,Transport accidents,V01-V99,Person injured in collision between other specified motor vehicles (traffic),V87.7,35-44 years,35-44,13,Not Applicable,Not Applicable
California,6,"Oct., 2020",2020/10,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,15-24 years,15-24,20,Not Applicable,Not Applicable
California,6,"Oct., 2020",2020/10,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,18,Not Applicable,Not Applicable
California,6,"Oct., 2020",2020/10,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,35-44 years,35-44,16,Not Applicable,Not Applicable
California,6,"Oct., 2020",2020/10,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,45-54 years,45-54,11,Not Applicable,Not Applicable
California,6,"Oct., 2020",2020/10,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,55-64 years,55-64,13,Not Applicable,Not Applicable
California,6,"Oct., 2020",2020/10,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,65-74 years,65-74,10,Not Applicable,Not Applicable
California,6,"Oct., 2020",2020/10,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,41,Not Applicable,Not Applicable
California,6,"Oct., 2020",2020/10,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,47,Not Applicable,Not Applicable
California,6,"Oct., 2020",2020/10,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,36,Not Applicable,Not Applicable
California,6,"Oct., 2020",2020/10,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,45-54 years,45-54,11,Not Applicable,Not Applicable
California,6,"Nov., 2020",2020/11,Transport accidents,V01-V99,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,25-34 years,25-34,10,Not Applicable,Not Applicable
California,6,"Nov., 2020",2020/11,Transport accidents,V01-V99,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,65-74 years,65-74,14,Not Applicable,Not Applicable
California,6,"Nov., 2020",2020/11,Transport accidents,V01-V99,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,25-34 years,25-34,12,Not Applicable,Not Applicable
California,6,"Nov., 2020",2020/11,Transport accidents,V01-V99,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,35-44 years,35-44,13,Not Applicable,Not Applicable
California,6,"Nov., 2020",2020/11,Transport accidents,V01-V99,"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident",V47.5,15-24 years,15-24,10,Not Applicable,Not Applicable
California,6,"Nov., 2020",2020/11,Transport accidents,V01-V99,Person injured in collision between other specified motor vehicles (traffic),V87.7,25-34 years,25-34,15,Not Applicable,Not Applicable
California,6,"Nov., 2020",2020/11,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,15-24 years,15-24,20,Not Applicable,Not Applicable
California,6,"Nov., 2020",2020/11,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,37,Not Applicable,Not Applicable
California,6,"Nov., 2020",2020/11,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,35-44 years,35-44,22,Not Applicable,Not Applicable
California,6,"Nov., 2020",2020/11,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,45-54 years,45-54,12,Not Applicable,Not Applicable
California,6,"Nov., 2020",2020/11,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,42,Not Applicable,Not Applicable
California,6,"Nov., 2020",2020/11,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,57,Not Applicable,Not Applicable
California,6,"Nov., 2020",2020/11,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,32,Not Applicable,Not Applicable
California,6,"Nov., 2020",2020/11,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,45-54 years,45-54,15,Not Applicable,Not Applicable
California,6,"Dec., 2020",2020/12,Transport accidents,V01-V99,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,55-64 years,55-64,11,Not Applicable,Not Applicable
California,6,"Dec., 2020",2020/12,Transport accidents,V01-V99,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,35-44 years,35-44,12,Not Applicable,Not Applicable
California,6,"Dec., 2020",2020/12,Transport accidents,V01-V99,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,45-54 years,45-54,13,Not Applicable,Not Applicable
California,6,"Dec., 2020",2020/12,Transport accidents,V01-V99,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,55-64 years,55-64,18,Not Applicable,Not Applicable
California,6,"Dec., 2020",2020/12,Transport accidents,V01-V99,Person injured in collision between other specified motor vehicles (traffic),V87.7,35-44 years,35-44,10,Not Applicable,Not Applicable
California,6,"Dec., 2020",2020/12,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,15-24 years,15-24,28,Not Applicable,Not Applicable
California,6,"Dec., 2020",2020/12,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,18,Not Applicable,Not Applicable
California,6,"Dec., 2020",2020/12,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,35-44 years,35-44,13,Not Applicable,Not Applicable
California,6,"Dec., 2020",2020/12,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,45-54 years,45-54,10,Not Applicable,Not Applicable
California,6,"Dec., 2020",2020/12,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,55-64 years,55-64,14,Not Applicable,Not Applicable
California,6,"Dec., 2020",2020/12,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,39,Not Applicable,Not Applicable
California,6,"Dec., 2020",2020/12,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,60,Not Applicable,Not Applicable
California,6,"Dec., 2020",2020/12,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,31,Not Applicable,Not Applicable
California,6,"Dec., 2020",2020/12,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,45-54 years,45-54,11,Not Applicable,Not Applicable
California,6,"Dec., 2020",2020/12,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,55-64 years,55-64,10,Not Applicable,Not Applicable
California,6,"Jan., 2021 ",2021/01,Transport accidents,V01-V99,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,25-34 years,25-34,15,Not Applicable,Not Applicable
California,6,"Jan., 2021 ",2021/01,Transport accidents,V01-V99,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,45-54 years,45-54,13,Not Applicable,Not Applicable
California,6,"Jan., 2021 ",2021/01,Transport accidents,V01-V99,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,55-64 years,55-64,17,Not Applicable,Not Applicable
California,6,"Jan., 2021 ",2021/01,Transport accidents,V01-V99,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,55-64 years,55-64,17,Not Applicable,Not Applicable
California,6,"Jan., 2021 ",2021/01,Transport accidents,V01-V99,Person injured in collision between other specified motor vehicles (traffic),V87.7,25-34 years,25-34,16,Not Applicable,Not Applicable
California,6,"Jan., 2021 ",2021/01,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,15-24 years,15-24,23,Not Applicable,Not Applicable
California,6,"Jan., 2021 ",2021/01,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,17,Not Applicable,Not Applicable
California,6,"Jan., 2021 ",2021/01,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,35-44 years,35-44,13,Not Applicable,Not Applicable
California,6,"Jan., 2021 ",2021/01,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,45-54 years,45-54,11,Not Applicable,Not Applicable
California,6,"Jan., 2021 ",2021/01,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,55-64 years,55-64,13,Not Applicable,Not Applicable
